Unnamed: 0,MathScore
384002,116.97542232504132
1118072,73.38756035199745
845454,0.0
1728613,0.0
1083243,113.75071762700576
1126877,209.15454450987627
1725954,0.0
142970,125.72868522011244
1639308,241.94494887578256
666434,0.0
1037747,143.10574098044165
1401940,0.0
89547,172.67800438458482
370550,81.69712035399711
1258895,0.0
446574,145.71088132401218
889795,0.0
792253,36.693780175998725
1049415,220.16267843144868
1608574,16.97859340956519
269762,0.0
853975,0.0
1165208,506.374160392332
1591564,127.33944677672766
1002070,0.0
1642306,0.0
831189,0.0
974821,0.0
168015,217.2400700322196
839943,198.1464105883038
1325164,76.40366806603659
1673231,0.0
1538979,0.0
1024414,0.0
1290203,0.0
325898,0.0
1575859,135.8287442405125
411557,111.0675727126655
200113,40.84856017699856
1150175,0.0
1413789,0.0
1078687,110.08133921572434
721641,0.0
12705,56.12698268475905
1691816,0.0
1334447,178.2752254874187
389610,0.0
980121,271.53397094030123
1599689,0.0
1240212,178.2752254874187
1459655,25.46788935534553
1177954,110.08133921572434
823311,0.0
1217029,0.0
889587,0.0
1213238,231.17081235302112
19680,51.989076588907245
1328896,152.80733613207315
11334,105.58171235831652
162053,29.708043765089855
1127818,242.1789462745936
1385849,0.0
283123,12.997269147226811
804549,22.016267843144867
1069537,0.0
1553886,483.8898977515651
1639935,0.0
126444,111.405164119087
1581319,229.21100419810975
192389,44.56206564763479
1338538,348.0611550290571
410182,77.98361488336089
231756,72.83534593543338
13288,116.97542232504132
1536754,0.0
526981,157.84809617392713
695828,205.48516741086664
737541,0.0
624417,0.0
363980,136.89331530390837
725964,0.0
371469,0.0
903952,22.016267843144867
1197549,176.1301427451589
623327,0.0
483362,167.10774617863046
1445404,0.0
1726420,0.0
1288769,84.89296552982144
1697972,0.0
798554,0.0
1600973,0.0
757307,0.0
923220,0.0
1361347,0.0
923061,0.0
33696,0.0
1666807,229.21100419810975
888323,0.0
1522684,0.0
436403,44.82731603839452
964638,0.0
241036,18.567527353181163
1448553,0.0
815072,220.16267843144868
1463078,0.0
1230485,139.43636388143204
409745,90.98088403058772
1366209,101.87155742138212
1435406,0.0
222006,196.81578994372032
554189,38.99180744168044
902619,0.0
898107,22.016267843144867
402932,44.56206564763479
949357,110.08133921572434
1346884,0.0
26221,241.3778555913551
652675,0.0
371654,12.997269147226811
1045413,0.0
449584,116.98747916098498
1468427,229.21100419810975
753183,0.0
369306,69.51971605093674
1061624,0.0
1468974,212.2324123065491
1028148,337.58277446973585
482846,133.6861969429044
1055658,132.09760705886922
1721097,110.36085488516696
1629745,288.6360803725857
563977,196.0730888495931
206145,176.6567602459808
556883,116.97542232504132
1019767,0.0
869898,0.0
246735,89.86683238939682
172672,131.57625065277014
952690,0.0
1274518,0.0
210751,109.54841138376884
1490902,0.0
1083725,0.0
1480934,0.0
1651521,356.5504509748374
1105225,0.0
937281,0.0
1196754,440.32535686289737
450733,59.41608753017972
518568,159.680735237358
1744992,212.2324123065491
750551,139.43636388143204
1048322,0.0
1558589,229.21100419810975
60558,53.84582932422537
1195277,0.0
724374,0.0
48325,83.55387308931523
694987,0.0
222341,209.61854213772327
146586,129.97269147226817
242805,112.75552974477289
790049,528.3904282354769
1305181,343.81650629716466
299604,120.68892779567754
378684,142.96996061949494
748422,183.4688995677218
413133,22.281032823817394
1741859,0.0
859355,0.0
1530382,50.93577871069106
1422795,0.0
1365539,89.13761274370935
571599,159.680735237358
1221865,308.2277498040282
1256077,0.0
726745,0.0
1035716,44.03253568628973
